EmployeeID,Name,Age,Gender,MaritalStatus,Department,JobRole,Education,EducationField,YearsAtCompany,YearsInCurrentRole,NumCompaniesWorked,DistanceFromHome,BusinessTravel,MonthlyIncome,Currency,PercentSalaryHike,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,OverTime,TrainingTimesLastYear,RecruitmentSource,RemoteWorkType,ProjectsHandled,AbsenteeismDays,YearsSinceLastPromotion,NumPromotions,ManagerRating,Certifications,TeamSize,Attrition
127,Priya Brown,41,Female,Divorced,Marketing,Marketing Executive,Bachelor's,Medical,0,0,2,20,Travel_Rarely,22969,INR,16,3,3,3,2,No,4,LinkedIn,On-site,2,3,0,0,Good,2,5,No
128,Priya Rodriguez,37,Male,Single,Human Resources,HR Recruiter,Master's,Human Resources,0,0,1,1,Travel_Rarely,20619,INR,21,3,4,4,2,No,5,Referral,On-site,4,6,0,0,Good,1,6,No
129,Aisha Anderson,23,Male,Single,Finance,Financial Analyst,Bachelor's,Medical,2,1,3,28,Travel_Frequently,36933,INR,22,3,3,1,3,No,2,Referral,Hybrid,3,5,0,0,Average,1,12,No
130,John Johnson,26,Male,Divorced,Sales,Sales Executive,Bachelor's,Technical Degree,1,0,1,3,Travel_Frequently,23550,INR,18,3,4,1,3,Yes,0,Referral,On-site,5,9,1,0,Excellent,1,9,No
131,Carlos Patel,38,Male,Single,Sales,Sales Representative,Bachelor's,Human Resources,5,1,2,9,Non-Travel,21218,INR,16,3,1,4,4,No,0,Job Portal,Hybrid,4,5,2,2,Good,0,8,No
132,David Gupta,56,Male,Divorced,Sales,Sales Representative,Bachelor's,Marketing,8,5,0,28,Travel_Frequently,23392,INR,21,3,3,4,2,No,3,Referral,Hybrid,8,8,3,3,Average,2,3,No
133,Aisha Patel,23,Male,Married,Marketing,Marketing Manager,High School,Human Resources,3,2,2,5,Travel_Frequently,83931,INR,16,4,4,4,4,No,1,LinkedIn,Hybrid,2,9,3,2,Good,1,23,No
134,Neha Garcia,39,Female,Married,Research & Development,Laboratory Technician,Master's,Technical Degree,2,1,0,14,Travel_Rarely,19275,INR,23,3,4,2,3,No,0,Referral,Hybrid,5,6,0,0,Average,2,12,No
135,Chen Ali,52,Female,Single,Research & Development,Research Scientist,Master's,Medical,15,7,0,5,Travel_Rarely,103647,INR,15,3,3,2,3,Yes,5,LinkedIn,On-site,12,8,0,5,Excellent,2,19,No
136,Amit Khan,47,Female,Married,Finance,Financial Analyst,Bachelor's,Technical Degree,5,2,1,21,Travel_Frequently,42802,INR,19,3,3,3,2,No,2,Referral,Remote,9,6,2,2,Good,1,17,No
137,Anjali Davis,37,Female,Married,Finance,Accountant,Bachelor's,Technical Degree,1,0,3,14,Travel_Rarely,22489,INR,11,3,4,2,1,Yes,0,Referral,On-site,3,4,1,0,Good,0,8,Yes
138,Kevin Nair,33,Female,Single,Sales,Sales Manager,PhD,Human Resources,0,0,2,2,Travel_Rarely,68545,INR,22,3,2,2,1,No,2,Referral,Remote,2,4,0,1,Good,0,12,Yes
139,Maria Rodriguez,47,Male,Married,IT,IT Support,High School,Other,5,4,1,13,Non-Travel,24532,INR,22,3,3,3,3,Yes,3,LinkedIn,On-site,8,5,0,1,Good,3,9,No
140,Sara Martin,29,Male,Married,Human Resources,HR Executive,High School,Life Sciences,0,0,0,22,Travel_Rarely,19458,INR,15,3,3,4,3,No,5,Consultancy,On-site,4,8,0,0,Average,2,17,No
141,John Johnson,37,Male,Divorced,Research & Development,Research Scientist,Bachelor's,Medical,4,3,1,6,Travel_Rarely,57698,INR,13,3,4,4,3,No,1,Referral,On-site,8,5,0,2,Average,1,5,No
142,Maria Lee,39,Female,Married,IT,System Administrator,High School,Marketing,7,6,3,18,Travel_Rarely,41403,INR,23,3,4,3,2,No,1,LinkedIn,Remote,4,5,0,3,Average,0,4,No
143,Robert Kim,39,Female,Single,IT,Software Engineer,Master's,Human Resources,7,3,3,18,Non-Travel,89218,INR,19,3,3,4,3,Yes,0,Job Portal,Hybrid,7,5,4,2,Excellent,0,20,No
144,Tom Wilson,34,Female,Married,Human Resources,HR Recruiter,Master's,Life Sciences,7,6,2,22,Travel_Rarely,27804,INR,13,3,4,4,2,No,0,Consultancy,Hybrid,10,7,0,2,Excellent,1,19,No
145,Emma Kumar,55,Male,Married,Sales,Sales Manager,Bachelor's,Medical,1,0,2,16,Travel_Rarely,60950,INR,13,3,2,4,4,No,4,LinkedIn,Hybrid,3,7,0,1,Good,1,24,No
146,Raj Nair,52,Male,Divorced,IT,IT Support,High School,Marketing,3,1,1,17,Travel_Rarely,20588,INR,23,3,1,1,2,No,1,Job Portal,On-site,4,6,0,2,Average,0,12,No
147,Priya Singh,35,Female,Divorced,IT,IT Support,High School,Human Resources,2,1,0,28,Travel_Rarely,18790,INR,11,3,2,3,2,No,5,Referral,On-site,3,5,0,0,Excellent,0,10,No
148,Priya Khan,54,Female,Married,Marketing,Content Strategist,High School,Medical,4,1,2,25,Travel_Frequently,36342,INR,20,3,3,3,1,No,4,Campus Hiring,Hybrid,5,6,4,2,Good,2,14,No
149,Sofia Anderson,26,Male,Single,Sales,Sales Representative,Master's,Other,7,5,1,19,Travel_Rarely,26495,INR,22,3,4,2,3,Yes,3,Consultancy,Remote,8,15,0,3,Good,2,12,No
150,James Anderson,20,Female,Divorced,Research & Development,R&D Manager,PhD,Human Resources,2,0,3,18,Travel_Frequently,138953,INR,11,3,3,3,1,No,3,Job Portal,Hybrid,4,5,1,1,Good,2,19,No
151,Lucy Patel,22,Male,Single,Sales,Sales Manager,High School,Life Sciences,4,1,5,4,Travel_Frequently,76507,INR,20,3,1,3,1,No,1,Consultancy,Remote,7,6,0,2,Needs Improvement,0,15,No
152,Nia Gupta,29,Female,Single,IT,Software Engineer,PhD,Marketing,0,0,3,13,Travel_Rarely,40890,INR,12,3,3,4,3,Yes,3,LinkedIn,Remote,7,5,0,0,Good,1,9,No
153,Wei Lee,40,Male,Single,IT,System Administrator,Bachelor's,Other,7,3,6,5,Travel_Frequently,43942,INR,19,4,4,4,3,Yes,3,Job Portal,Remote,5,8,0,3,Average,5,19,No
154,Wei Clark,33,Male,Divorced,IT,IT Support,Bachelor's,Other,3,1,1,15,Travel_Frequently,22244,INR,12,3,3,4,2,Yes,3,LinkedIn,On-site,6,6,2,2,Average,3,18,No
155,Ben Kumar,36,Male,Single,Finance,Accountant,Master's,Medical,1,0,2,25,Travel_Rarely,25492,INR,22,3,1,3,4,Yes,2,Consultancy,Remote,3,10,1,0,Excellent,2,16,Yes
156,Emma Gupta,48,Female,Single,IT,Software Engineer,Bachelor's,Human Resources,1,0,0,23,Travel_Rarely,42786,INR,17,3,3,1,1,No,4,Referral,On-site,8,5,1,0,Good,0,14,Yes
157,Anjali Gupta,53,Female,Married,Marketing,Marketing Executive,Bachelor's,Life Sciences,8,7,2,10,Travel_Rarely,33080,INR,15,3,1,4,2,No,1,Job Portal,Hybrid,8,8,2,2,Excellent,3,5,No
158,Ahmed Kim,20,Male,Single,Sales,Sales Manager,Master's,Medical,0,0,1,25,Travel_Frequently,63935,INR,12,3,2,1,3,No,0,Campus Hiring,On-site,4,8,0,1,Average,1,13,No
159,Priya Patel,41,Male,Married,Research & Development,Research Scientist,Master's,Other,4,3,3,10,Travel_Frequently,60647,INR,17,3,2,3,4,No,3,LinkedIn,Hybrid,4,1,2,1,Good,2,21,No
160,Sofia Sharma,20,Male,Single,IT,Software Engineer,High School,Other,2,1,2,29,Travel_Frequently,44656,INR,14,3,2,4,3,Yes,1,Walk-in,Hybrid,6,3,1,0,Good,2,3,No
161,Grace Davis,56,Male,Single,Sales,Sales Representative,Bachelor's,Medical,5,2,1,21,Travel_Frequently,21939,INR,23,3,3,2,3,No,3,Campus Hiring,Remote,6,5,0,2,Excellent,0,12,No
162,Linda Johnson,50,Male,Married,Research & Development,Research Scientist,Master's,Life Sciences,0,0,0,21,Travel_Rarely,44879,INR,19,3,1,3,4,No,5,Consultancy,Remote,3,7,0,0,Excellent,1,22,No
163,Lucy Davis,44,Male,Single,Marketing,Marketing Executive,Bachelor's,Medical,0,0,3,29,Travel_Rarely,21543,INR,21,3,4,3,3,Yes,0,Job Portal,On-site,5,6,0,1,Excellent,0,12,No
164,Robert Sharma,43,Female,Single,Research & Development,Manufacturing Director,High School,Other,3,2,4,13,Travel_Frequently,166653,INR,18,3,3,3,2,Yes,3,Campus Hiring,On-site,5,7,3,2,Excellent,0,22,No
165,James Clark,35,Female,Married,Finance,Finance Manager,Master's,Medical,0,0,1,13,Travel_Rarely,88732,INR,12,3,3,4,4,No,3,Walk-in,On-site,5,7,0,1,Needs Improvement,1,16,No
166,Amit Patel,31,Female,Single,Marketing,Marketing Executive,Bachelor's,Technical Degree,9,4,1,6,Travel_Rarely,33402,INR,18,3,2,3,4,No,1,Referral,On-site,7,7,3,3,Average,1,17,No
167,John Davis,29,Female,Married,Sales,Sales Representative,Bachelor's,Medical,1,0,3,27,Travel_Frequently,18007,INR,19,3,3,1,3,No,3,LinkedIn,Hybrid,6,4,1,1,Excellent,0,10,No
168,Ahmed Davis,28,Female,Married,Finance,Financial Analyst,Bachelor's,Other,1,0,5,16,Travel_Frequently,33399,INR,13,3,2,4,3,Yes,3,Walk-in,On-site,3,4,1,0,Average,1,11,Yes
169,Grace Lee,32,Male,Married,Marketing,Marketing Executive,Master's,Medical,0,0,3,7,Travel_Frequently,22829,INR,20,3,4,4,2,Yes,2,Consultancy,Hybrid,4,5,0,1,Good,3,24,No
170,Maria Johnson,28,Male,Single,IT,Software Engineer,PhD,Life Sciences,3,2,0,3,Travel_Rarely,68199,INR,18,4,3,1,3,No,3,LinkedIn,Hybrid,6,6,0,1,Average,2,15,No
171,Fatima Garcia,36,Male,Single,Marketing,Marketing Manager,Bachelor's,Human Resources,12,8,2,4,Travel_Rarely,126905,INR,19,3,4,4,4,Yes,4,Consultancy,On-site,8,6,0,5,Excellent,2,7,No
172,Robert Martin,22,Male,Married,IT,System Administrator,Bachelor's,Other,4,3,1,28,Travel_Rarely,37581,INR,12,3,1,4,2,No,3,Campus Hiring,On-site,6,7,4,2,Good,4,13,No
173,Lucy Ali,20,Female,Married,Sales,Sales Representative,High School,Marketing,2,0,0,14,Travel_Rarely,16497,INR,20,3,4,3,1,No,0,Referral,Hybrid,4,5,0,1,Average,2,11,No
174,Anjali Brown,27,Male,Single,Sales,Sales Representative,Master's,Technical Degree,1,0,0,18,Travel_Frequently,19825,INR,11,3,3,1,4,Yes,5,LinkedIn,Hybrid,3,7,0,1,Average,1,13,No
175,Sofia Smith,35,Male,Married,Marketing,Marketing Manager,Bachelor's,Life Sciences,14,7,0,21,Travel_Rarely,135273,INR,15,3,4,4,4,Yes,1,Campus Hiring,On-site,11,5,0,5,Good,2,15,No
176,John Rodriguez,53,Female,Married,Research & Development,Laboratory Technician,Bachelor's,Medical,0,0,1,1,Travel_Frequently,14429,INR,24,3,2,1,2,No,5,Job Portal,On-site,5,3,0,0,Average,2,19,No
177,Ben Khan,26,Male,Married,Sales,Sales Representative,Master's,Technical Degree,6,2,2,4,Travel_Rarely,23703,INR,20,3,1,4,2,Yes,0,Job Portal,Hybrid,9,8,6,3,Good,2,15,Yes
178,James Lee,54,Female,Married,Finance,Finance Manager,Master's,Life Sciences,0,0,2,6,Travel_Rarely,88466,INR,23,3,3,2,3,No,4,Consultancy,Remote,5,9,0,0,Good,1,3,No
179,Ravi Smith,41,Female,Married,Sales,Sales Executive,Bachelor's,Technical Degree,0,0,3,1,Travel_Rarely,22297,INR,11,3,4,3,2,No,0,Walk-in,Hybrid,4,4,0,1,Good,2,20,No
180,Mary Nair,35,Female,Married,Research & Development,R&D Manager,Bachelor's,Human Resources,1,0,1,1,Travel_Rarely,109695,INR,17,3,3,4,4,Yes,5,Consultancy,Hybrid,4,9,1,0,Excellent,0,7,No
181,Fatima Lee,31,Male,Single,IT,Data Analyst,Master's,Marketing,12,10,5,21,Travel_Rarely,94401,INR,16,3,1,3,1,No,2,Referral,Hybrid,9,3,1,5,Needs Improvement,1,20,No
182,Aisha Khan,46,Male,Married,Human Resources,HR Recruiter,Master's,Human Resources,1,0,1,2,Travel_Rarely,21005,INR,14,3,1,2,1,No,2,Referral,Hybrid,5,6,0,1,Good,3,15,Yes
183,Chen Smith,36,Female,Married,Research & Development,R&D Manager,Bachelor's,Human Resources,1,0,1,18,Travel_Rarely,112939,INR,13,4,3,2,3,No,3,Referral,On-site,4,2,0,0,Good,1,7,No
184,Neha Garcia,42,Female,Single,Sales,Sales Representative,Bachelor's,Human Resources,0,0,1,28,Travel_Frequently,15224,INR,21,3,3,4,2,No,0,Job Portal,Hybrid,4,5,0,1,Average,0,11,No
185,Lucy Sharma,22,Female,Married,Finance,Finance Manager,Bachelor's,Human Resources,4,1,3,18,Travel_Rarely,98689,INR,17,3,3,3,3,No,4,Referral,On-site,6,4,4,1,Average,1,3,No
186,James Lee,31,Female,Divorced,Research & Development,Manufacturing Director,Bachelor's,Technical Degree,1,0,3,23,Travel_Rarely,159033,INR,22,3,3,4,2,No,2,Job Portal,Hybrid,4,8,1,1,Average,0,3,No
187,Chen Patel,27,Female,Married,Sales,Sales Representative,Bachelor's,Medical,8,5,2,11,Travel_Rarely,23101,INR,24,3,2,4,3,Yes,1,Referral,On-site,5,2,7,3,Good,2,13,No
188,Neha Gupta,49,Female,Single,IT,System Administrator,Bachelor's,Other,5,1,0,16,Travel_Rarely,38136,INR,11,3,3,3,3,No,1,Walk-in,On-site,7,6,0,2,Average,1,13,No
189,Amit Ali,30,Male,Married,IT,IT Support,Bachelor's,Human Resources,2,1,1,13,Non-Travel,19624,INR,13,3,3,1,3,Yes,3,Consultancy,On-site,3,6,2,0,Average,2,6,No
190,Lucy Nair,36,Female,Married,Sales,Sales Representative,High School,Marketing,8,3,0,16,Travel_Rarely,24366,INR,23,3,4,4,2,Yes,5,Walk-in,Remote,8,7,1,3,Good,2,11,No
191,Priya Sharma,27,Male,Married,IT,Software Engineer,Bachelor's,Marketing,6,3,2,25,Travel_Rarely,76118,INR,14,3,2,4,1,No,3,Job Portal,On-site,7,6,3,2,Average,2,23,No
192,Aisha Ali,25,Male,Divorced,Sales,Sales Representative,Master's,Marketing,7,6,0,17,Travel_Rarely,26569,INR,15,3,1,4,2,Yes,0,Campus Hiring,On-site,7,4,0,3,Good,2,4,Yes
193,Linda Smith,39,Female,Married,IT,IT Support,Bachelor's,Medical,7,5,3,23,Travel_Rarely,28482,INR,14,3,3,2,3,Yes,4,LinkedIn,Hybrid,10,3,1,3,Good,1,18,No
194,Ben Nair,20,Female,Single,Human Resources,HR Manager,Master's,Life Sciences,2,0,3,13,Travel_Rarely,78926,INR,16,3,3,4,3,Yes,1,Referral,Hybrid,5,5,1,1,Good,3,19,No
195,Lucy Davis,34,Female,Married,Research & Development,Manufacturing Director,Bachelor's,Technical Degree,5,4,2,8,Travel_Rarely,195665,INR,17,3,1,2,3,No,0,Referral,On-site,5,5,5,1,Good,1,3,No
196,Raj Anderson,36,Female,Divorced,Sales,Sales Representative,Master's,Human Resources,3,2,1,12,Travel_Rarely,21711,INR,20,3,2,2,3,Yes,0,Job Portal,Hybrid,5,7,1,2,Average,2,5,No
197,Ben Davis,45,Male,Married,Finance,Accountant,PhD,Life Sciences,1,0,0,21,Non-Travel,27237,INR,20,3,3,3,3,No,5,Walk-in,Hybrid,1,4,1,1,Good,2,15,No
198,Yusuf Gupta,33,Female,Single,Finance,Financial Analyst,Master's,Technical Degree,9,6,1,5,Travel_Rarely,65171,INR,17,3,3,2,2,No,5,LinkedIn,Hybrid,6,8,0,4,Average,0,23,No
199,Emma Gupta,35,Female,Single,Sales,Sales Executive,Bachelor's,Other,3,2,4,10,Travel_Rarely,25577,INR,17,3,4,1,3,No,1,Referral,Remote,4,4,0,2,Average,4,21,No
200,Wei Ali,46,Male,Married,Sales,Sales Manager,Master's,Marketing,1,0,2,2,Travel_Rarely,72523,INR,22,3,3,4,3,Yes,3,Referral,Remote,10,2,0,0,Excellent,1,14,No
201,Robert Khan,32,Male,Married,Research & Development,Manufacturing Director,Master's,Human Resources,0,0,1,28,Travel_Rarely,174619,INR,11,3,4,1,2,No,3,Referral,Hybrid,3,6,0,0,Average,5,3,No
202,Ahmed Kumar,42,Female,Married,Sales,Sales Executive,Master's,Life Sciences,1,0,2,14,Travel_Frequently,25017,INR,12,3,1,4,3,No,5,Consultancy,On-site,5,4,1,0,Average,1,23,Yes
203,Amit Ali,29,Male,Married,Sales,Sales Executive,Bachelor's,Medical,0,0,2,27,Travel_Rarely,22400,INR,18,4,1,2,3,No,2,Job Portal,On-site,3,5,0,0,Good,1,16,No
204,Raj Brown,20,Female,Single,Finance,Accountant,Bachelor's,Human Resources,2,1,2,24,Travel_Rarely,22581,INR,23,3,3,3,3,No,1,Referral,Remote,8,5,2,1,Average,1,20,No
205,Aisha Anderson,32,Female,Married,IT,Software Engineer,Master's,Marketing,4,3,0,3,Travel_Rarely,72855,INR,11,3,3,4,3,No,5,Referral,Hybrid,5,10,2,2,Average,2,21,No
206,Ahmed Wilson,38,Male,Single,Research & Development,Laboratory Technician,High School,Human Resources,14,9,2,11,Travel_Rarely,27279,INR,14,3,3,3,3,Yes,3,Campus Hiring,Remote,10,5,5,4,Good,2,20,No
207,Aisha Johnson,35,Male,Married,Finance,Accountant,High School,Medical,0,0,2,17,Travel_Rarely,18628,INR,22,3,3,3,3,No,1,Referral,Hybrid,8,5,0,1,Good,4,14,No
208,Sofia Johnson,25,Female,Married,IT,Software Engineer,Master's,Human Resources,7,5,1,12,Travel_Rarely,90802,INR,22,3,2,4,3,No,0,Referral,On-site,7,4,0,3,Average,0,19,No
209,Sara Gupta,25,Male,Married,Sales,Sales Manager,Master's,Other,7,3,2,15,Non-Travel,96139,INR,15,3,2,2,2,No,3,Consultancy,On-site,7,8,0,3,Good,1,22,No
210,Grace Anderson,30,Male,Single,Research & Development,Research Scientist,Master's,Technical Degree,4,3,1,12,Non-Travel,60291,INR,12,3,2,3,4,No,0,LinkedIn,Hybrid,5,5,0,2,Excellent,1,20,No
211,Aisha Martin,25,Female,Married,Marketing,Content Strategist,Master's,Life Sciences,0,0,0,2,Travel_Rarely,29637,INR,20,3,3,1,4,No,0,Referral,On-site,3,5,0,0,Good,3,20,No
212,John Brown,26,Male,Divorced,Sales,Sales Manager,Bachelor's,Medical,8,7,3,13,Travel_Frequently,92204,INR,19,3,1,2,4,No,3,Referral,Remote,7,4,0,3,Needs Improvement,3,10,No
213,Nia Kim,47,Male,Single,Finance,Financial Analyst,Bachelor's,Life Sciences,3,2,0,5,Travel_Rarely,39432,INR,19,3,4,3,2,Yes,5,Referral,Remote,6,8,1,1,Average,0,24,No
214,Sofia Ali,36,Male,Married,Finance,Accountant,Master's,Marketing,7,6,1,26,Travel_Frequently,36048,INR,17,3,3,2,1,No,0,Job Portal,On-site,7,7,1,3,Excellent,3,7,No
215,Linda Johnson,43,Male,Married,Sales,Sales Executive,Bachelor's,Life Sciences,7,6,3,27,Non-Travel,33795,INR,16,3,1,4,2,No,3,Job Portal,On-site,9,5,0,3,Good,2,23,No
216,Raj Brown,40,Male,Single,Human Resources,HR Manager,Master's,Marketing,1,0,3,14,Travel_Frequently,74925,INR,18,3,3,3,3,Yes,4,Walk-in,On-site,5,9,1,0,Average,1,24,Yes
217,Raj Gupta,34,Female,Married,Human Resources,HR Recruiter,Master's,Other,0,0,1,24,Travel_Rarely,20822,INR,23,3,2,4,4,No,2,Job Portal,On-site,4,12,0,0,Average,1,20,No
218,Amit Johnson,26,Male,Single,Marketing,Marketing Manager,PhD,Medical,2,1,2,6,Travel_Rarely,95167,INR,20,3,3,3,3,Yes,0,Consultancy,Hybrid,7,3,0,0,Average,3,5,No
219,David Kumar,32,Female,Single,Research & Development,Manufacturing Director,Bachelor's,Marketing,8,7,0,9,Travel_Frequently,253196,INR,22,3,2,4,3,Yes,5,Referral,Remote,9,3,2,2,Good,3,12,No
220,Raj Singh,32,Male,Divorced,Human Resources,HR Executive,Master's,Marketing,2,0,0,12,Travel_Rarely,23452,INR,14,4,3,4,3,Yes,2,LinkedIn,Hybrid,7,3,0,0,Average,3,22,No
221,Amit Gupta,20,Male,Single,Research & Development,Manufacturing Director,Master's,Marketing,1,0,2,5,Travel_Frequently,168450,INR,18,3,2,3,1,Yes,4,Walk-in,Remote,9,4,0,0,Good,3,4,Yes
222,Olga Martin,29,Male,Married,IT,Software Engineer,Bachelor's,Human Resources,11,7,3,11,Travel_Rarely,108638,INR,21,4,3,3,2,No,5,Consultancy,On-site,9,8,0,3,Average,3,10,No
223,Chen Singh,45,Male,Married,Finance,Financial Analyst,Bachelor's,Other,0,0,1,17,Travel_Rarely,28449,INR,12,3,4,4,3,No,1,Referral,On-site,4,8,0,0,Good,1,24,No
224,Wei Gupta,26,Male,Married,Research & Development,Laboratory Technician,Bachelor's,Marketing,0,0,0,27,Travel_Frequently,14272,INR,11,3,2,3,2,No,0,Referral,Hybrid,6,9,0,0,Good,2,24,No
225,Priya Smith,49,Male,Single,IT,Data Analyst,PhD,Human Resources,0,0,3,9,Travel_Rarely,35373,INR,23,3,3,4,3,No,1,LinkedIn,Hybrid,5,5,0,0,Average,1,17,No
226,Amit Rodriguez,28,Female,Single,IT,System Administrator,Master's,Marketing,1,0,2,15,Non-Travel,29879,INR,16,3,3,3,2,Yes,5,Consultancy,Remote,3,2,1,1,Excellent,2,12,Yes
227,Robert Nair,20,Male,Single,IT,Data Analyst,Bachelor's,Marketing,2,0,2,26,Travel_Rarely,40677,INR,23,3,2,1,3,No,0,LinkedIn,On-site,3,6,0,1,Average,1,12,No
228,Robert Gupta,42,Female,Married,IT,Software Engineer,Master's,Life Sciences,6,1,3,21,Travel_Rarely,88478,INR,17,3,1,3,3,No,0,Job Portal,On-site,7,6,1,3,Excellent,0,13,No
229,Yusuf Gupta,49,Male,Married,Research & Development,Research Scientist,Bachelor's,Life Sciences,1,0,3,18,Non-Travel,46139,INR,12,4,4,4,3,Yes,4,Consultancy,On-site,8,9,1,1,Average,3,3,No
230,Chen Nair,36,Male,Married,Sales,Sales Representative,Master's,Medical,5,4,2,21,Travel_Rarely,22169,INR,16,3,1,3,3,No,2,LinkedIn,On-site,5,3,0,2,Excellent,2,17,No
231,Anjali Martin,30,Female,Married,Research & Development,Laboratory Technician,Bachelor's,Other,3,1,1,3,Travel_Frequently,17351,INR,14,3,4,3,2,Yes,0,Referral,Remote,4,6,2,2,Good,1,8,No
232,Aisha Lee,33,Female,Married,Sales,Sales Manager,Bachelor's,Other,5,1,2,19,Travel_Rarely,78663,INR,22,3,4,4,3,No,4,Job Portal,On-site,6,3,2,1,Needs Improvement,1,8,No
233,John Kim,40,Male,Married,IT,IT Support,Bachelor's,Marketing,3,2,2,7,Travel_Rarely,21716,INR,20,3,1,1,3,No,0,Job Portal,On-site,7,9,0,2,Excellent,0,12,No
234,Linda Khan,30,Male,Single,Finance,Finance Manager,Bachelor's,Technical Degree,6,4,1,15,Travel_Rarely,115919,INR,12,3,3,3,1,Yes,3,Referral,Remote,10,7,1,2,Needs Improvement,2,8,No
235,Mary Garcia,42,Female,Married,Research & Development,Research Scientist,Master's,Life Sciences,12,5,2,5,Travel_Rarely,89182,INR,12,3,3,3,4,No,5,LinkedIn,Remote,10,6,2,4,Good,3,14,No
236,Chen Clark,36,Male,Single,Human Resources,HR Executive,PhD,Life Sciences,2,0,0,16,Travel_Rarely,27700,INR,24,3,4,2,2,Yes,1,Job Portal,Hybrid,5,4,0,0,Average,1,18,No
237,Sofia Ali,34,Male,Married,IT,Software Engineer,Master's,Medical,3,1,2,15,Travel_Frequently,63250,INR,17,3,2,3,3,No,1,Job Portal,On-site,8,6,3,2,Good,1,16,No
238,Aisha Khan,28,Male,Divorced,Sales,Sales Manager,Bachelor's,Human Resources,10,9,1,17,Travel_Frequently,105049,INR,14,3,4,4,4,No,5,Campus Hiring,Remote,9,1,0,4,Average,3,18,No
239,Yusuf Khan,23,Male,Divorced,Marketing,Content Strategist,Bachelor's,Marketing,5,2,3,13,Travel_Frequently,41661,INR,11,3,3,4,3,Yes,2,Walk-in,Remote,6,8,0,2,Average,4,16,No
240,Raj Martin,39,Male,Married,Research & Development,Manufacturing Director,Bachelor's,Marketing,4,2,2,15,Travel_Frequently,197965,INR,24,3,1,1,3,No,3,Consultancy,On-site,5,6,2,2,Good,1,17,No
241,John Khan,43,Female,Married,Research & Development,Laboratory Technician,Master's,Human Resources,5,3,0,27,Travel_Frequently,22953,INR,24,3,4,3,3,No,0,Job Portal,Hybrid,5,9,0,1,Good,0,10,No
242,David Nair,25,Male,Single,Research & Development,R&D Manager,Bachelor's,Life Sciences,4,2,2,3,Travel_Rarely,130708,INR,11,3,4,3,1,Yes,4,Referral,Hybrid,8,7,0,2,Excellent,4,20,No
243,Anjali Ali,40,Male,Married,Research & Development,Manufacturing Director,PhD,Marketing,4,3,1,15,Non-Travel,236379,INR,23,4,4,3,2,No,1,Walk-in,Hybrid,7,6,0,1,Good,0,14,No
244,Wei Gupta,32,Male,Married,Research & Development,Manufacturing Director,PhD,Technical Degree,0,0,1,27,Travel_Frequently,177902,INR,22,3,2,4,2,Yes,0,Campus Hiring,Remote,2,6,0,0,Excellent,1,23,Yes
245,Ravi Sharma,50,Female,Single,Research & Development,R&D Manager,PhD,Human Resources,0,0,0,20,Travel_Rarely,117358,INR,22,3,4,4,3,Yes,5,LinkedIn,On-site,1,1,0,0,Good,3,10,No
246,Aisha Anderson,33,Male,Single,Research & Development,Laboratory Technician,High School,Life Sciences,1,0,2,22,Travel_Frequently,15769,INR,19,3,4,4,3,Yes,1,Consultancy,Remote,9,2,0,1,Excellent,2,8,No
247,Yusuf Singh,38,Female,Married,IT,System Administrator,Master's,Marketing,2,1,2,1,Travel_Rarely,35250,INR,16,3,3,4,3,Yes,4,Referral,Remote,4,6,1,1,Excellent,3,3,No
248,Robert Kumar,28,Male,Married,Marketing,Marketing Executive,Bachelor's,Medical,4,2,1,18,Travel_Rarely,28268,INR,23,3,2,2,3,No,3,LinkedIn,Hybrid,7,6,0,1,Good,0,18,No
249,Anjali Anderson,44,Male,Single,Marketing,Content Strategist,Master's,Life Sciences,15,13,3,22,Travel_Rarely,67138,INR,19,3,3,3,1,Yes,5,Referral,On-site,9,10,1,5,Excellent,1,12,Yes
250,Tom Gupta,27,Male,Married,Finance,Financial Analyst,Bachelor's,Technical Degree,4,1,2,16,Non-Travel,39656,INR,11,3,1,3,1,No,4,Referral,On-site,7,7,3,1,Good,0,23,No
251,Emma Kim,43,Female,Married,Finance,Accountant,High School,Other,16,11,2,17,Non-Travel,43798,INR,19,4,3,4,4,Yes,4,Job Portal,On-site,10,4,0,5,Good,0,11,No
252,Sara Sharma,43,Male,Married,Research & Development,Manufacturing Director,Master's,Medical,2,1,3,27,Travel_Rarely,197311,INR,11,3,4,1,3,No,3,Walk-in,On-site,7,4,2,0,Good,3,16,No
253,Emma Anderson,33,Female,Married,Finance,Financial Analyst,Bachelor's,Technical Degree,12,11,1,24,Travel_Rarely,62909,INR,18,4,4,4,4,No,3,Campus Hiring,On-site,12,9,6,4,Good,3,17,No
254,Grace Singh,40,Female,Single,Research & Development,Laboratory Technician,Master's,Medical,6,3,2,21,Travel_Rarely,22860,INR,17,4,2,2,2,Yes,3,Referral,On-site,8,5,6,3,Average,1,16,Yes
255,Linda Kim,34,Male,Married,Research & Development,Laboratory Technician,Master's,Other,5,2,1,17,Non-Travel,23050,INR,18,3,2,2,1,Yes,5,Walk-in,Hybrid,5,9,0,2,Average,0,10,Yes
